주문번호,수령방법,결제방법,항목,추가선택,드레싱,서비스타입,주문금액,배달팁,결제금액,주문시각,접수시각,배달시각,주소,요청사항,배달요청사항
4697392,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"강낭콩 X, 올리브 X, 할라피뇨 X, 계란",오리엔탈,onsite,6400,0,6400,2020-08-22 16:15:25,-,-,X,,-
4697381,포장,나우웨이팅 POS,훈제연어 샐러드,목살(100g) 추가,렌치,onsite,9500,0,9500,2020-08-22 16:14:41,-,-,X,,-
4697333,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 훈제연어 샐러드","목살(100g) 추가, 강낭콩 X","오리엔탈, 발사믹",onsite,15400,0,15400,2020-08-22 16:10:21,-,-,X,,-
4697255,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드","숲속토핑(110g) 추가, 할라피뇨 X, 할라피뇨 X","발사믹, 오리엔탈",onsite,14400,0,14400,2020-08-22 16:04:45,-,-,X,,-
4694124,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 훈제연어 샐러드","목살(100g) 추가, 할라피뇨 X, 연어(100g) 추가","오리엔탈, 렌치",onsite,18900,0,18900,2020-08-22 13:08:23,-,-,X,,-
4694101,"포장, 포장, 포장",나우웨이팅 POS,"드레싱 추가, 훈제연어 샐러드, 닭가슴살 샐러드, 이너프 샐러드","렌치 추가, 할라피뇨X, 방올토마토X, 강낭콩X, 올리브X","오리엔탈, 오리엔탈, 렌치",onsite,17600,0,15600,2020-08-22 13:07:14,-,-,X,,-
4694034,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-22 13:04:11,-,-,X,,-
4693972,포장,나우웨이팅 POS,이너프 샐러드,할라피뇨 X,오리엔탈,onsite,4300,0,4300,2020-08-22 13:01:04,-,-,X,,-
4693947,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",할라피뇨 X,발사믹,onsite,8600,0,8600,2020-08-22 12:59:36,-,-,X,,-
4693821,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 숲속 샐러드",목살(100g) 추가,"렌치, 발사믹",onsite,14400,0,14400,2020-08-22 12:52:54,-,-,X,,-
4693792,"매장식사, 포장",나우웨이팅 POS,"목살 샐러드, 이너프 샐러드",,"발사믹, 발사믹",onsite,10700,0,10700,2020-08-22 12:51:30,-,-,X,,-
4693775,"매장식사, 포장",나우웨이팅 POS,"목살 샐러드, 이너프 샐러드, 이너프 샐러드, 이너프 샐러드",,"발사믹, 발사믹",onsite,19300,0,19300,2020-08-22 12:50:47,-,-,X,,-
4693761,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 훈제연어 샐러드",,"오리엔탈, 렌치",onsite,12800,0,12800,2020-08-22 12:49:57,-,-,X,,-
4693617,매장식사,나우웨이팅 POS,숲속 샐러드,"숲속토핑(110g) 추가, 올리브 X, 할라피뇨 X, 계란 X",드레싱 제외,onsite,8000,0,8000,2020-08-22 12:43:23,-,-,X,,-
4693459,포장,나우웨이팅 POS,숲속 샐러드,"강낭콩 X, 올리브 X",오리엔탈,onsite,5900,0,5900,2020-08-22 12:34:18,-,-,X,,-
4693403,매장식사,나우웨이팅 POS,목살 샐러드,"할라피뇨 X, 방울토마토 X",렌치,onsite,6400,0,6400,2020-08-22 12:31:02,-,-,X,,-
4693301,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 이너프 샐러드","계란, 강낭콩 X, 올리브 X, 할라피뇨 X","렌치, 렌치",onsite,10700,0,10700,2020-08-22 12:24:10,-,-,X,,-
4693277,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 숲속 샐러드","숲속토핑(110g) 추가, 삶은달걀 추가, 삶은달걀 추가","렌치, 오리엔탈",onsite,14900,0,14900,2020-08-22 12:22:42,-,-,X,,-
4693169,포장,나우웨이팅 POS,목살 샐러드,"할라피뇨X, 양파X",오리엔탈,onsite,6400,0,6400,2020-08-22 12:17:11,-,-,X,,-
4693164,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-22 12:16:51,-,-,X,,-
4693146,포장,나우웨이팅 POS,이너프 샐러드,할라피뇨 X,발사믹,onsite,4300,0,4300,2020-08-22 12:16:04,-,-,X,,-
4693127,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드",,"발사믹, 오리엔탈",onsite,12300,0,12300,2020-08-22 12:14:42,-,-,X,,-
4693064,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드","숲속토핑(110g) 추가, 고구마(50g)","발사믹, 발사믹",onsite,15100,0,15100,2020-08-22 12:11:39,-,-,X,,-
4693041,포장,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 아몬드 X",오리엔탈,onsite,6400,0,6400,2020-08-22 12:10:03,-,-,X,,-
4693021,포장,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-22 12:08:47,-,-,X,,-
4692965,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-22 12:04:47,-,-,X,,-
4692956,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-22 12:04:08,-,-,X,,-
4692912,매장식사,나우웨이팅 POS,이너프 샐러드,"계란, 고구마(50g)",발사믹,onsite,5500,0,5500,2020-08-22 12:01:48,-,-,X,,-
4692857,포장,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-22 11:57:58,-,-,X,,-
4692818,포장,나우웨이팅 POS,이너프 샐러드,"강낭콩X, 올리브X, 할라피뇨X, 고구마 100g 추가",렌치,onsite,5700,0,5700,2020-08-22 11:54:54,-,-,X,,-
4692799,"매장식사, 매장식사, 포장",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드, 이너프 샐러드","목살(100g) 추가, 강낭콩 X, 고구마(50g), 닭가슴살(100g) 추가, 계란, 계란 X, 계란, 고구마(100g)","오리엔탈, 렌치, 오리엔탈",onsite,25400,0,25400,2020-08-22 11:53:32,-,-,X,,-
4692786,포장,나우웨이팅 POS,숲속 샐러드,고구마 50g 추가,오리엔탈,onsite,6600,0,6600,2020-08-22 11:52:22,-,-,X,,-
4692784,포장,나우웨이팅 POS,훈제연어 샐러드,"숲속토핑(110g) 추가, 스위트콘X, 올리브X, 할라피뇨X, 아몬드X, 고구마 100g 추가",렌치,onsite,10400,0,10400,2020-08-22 11:52:19,-,-,X,,-
4692740,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-22 11:50:02,-,-,X,,-
4692697,"매장식사, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드","올리브 X, 할라피뇨 X, 양파 X, 고구마(50g), 올리브 X, 할라피뇨 X, 양파 X","발사믹, 발사믹",onsite,12500,0,10500,2020-08-22 11:46:34,-,-,X,,-
4692691,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드","고구마(50g), 할라피뇨 X, 양파 X, 고구마(50g)","오리엔탈, 드레싱 제외",onsite,13200,0,13200,2020-08-22 11:45:51,-,-,X,,-
4692678,포장,나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드, 닭가슴살 샐러드",,오리엔탈,onsite,17700,0,17700,2020-08-22 11:44:28,-,-,X,,-
4692674,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",할라피뇨X,렌치,onsite,8600,0,6600,2020-08-22 11:43:57,-,-,X,,-
4692670,매장식사,나우웨이팅 POS,목살 샐러드,할라피뇨 X,오리엔탈,onsite,6400,0,6400,2020-08-22 11:43:42,-,-,X,,-
4692661,포장,나우웨이팅 POS,닭가슴살 샐러드,강낭콩 X,오리엔탈,onsite,5900,0,5900,2020-08-22 11:43:13,-,-,X,,-
4692650,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드","계란, 스위트콘 X, 계란","오리엔탈, 드레싱 제외",onsite,13300,0,13300,2020-08-22 11:42:32,-,-,X,,-
4692572,매장식사,나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드",,오리엔탈,onsite,11800,0,11800,2020-08-22 11:36:19,-,-,X,,-
4692546,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드",,"발사믹, 오리엔탈",onsite,12300,0,12300,2020-08-22 11:34:21,-,-,X,,-
4692539,포장,나우웨이팅 POS,훈제연어 샐러드,스위트콘X,렌치,onsite,6900,0,6900,2020-08-22 11:33:53,-,-,X,,-
4692507,포장,나우웨이팅 POS,목살 샐러드,고구마(50g),오리엔탈,onsite,7100,0,7100,2020-08-22 11:30:58,-,-,X,,-
4692448,포장,나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드",고구마 50g 추가,발사믹,onsite,13200,0,13200,2020-08-22 11:26:50,-,-,X,,-
4692416,포장,나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드",,렌치,onsite,11800,0,9800,2020-08-22 11:24:21,-,-,X,,-
4692352,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드, 이너프 샐러드, 이너프 샐러드",고구마 50g 추가,"오리엔탈, 렌치",onsite,19300,0,19300,2020-08-22 11:17:37,-,-,X,,-
4692321,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-22 11:15:23,-,-,X,,-
4692278,포장,나우웨이팅 POS,"숲속 샐러드, 오리엔탈 추가",고구마(100g),발사믹,onsite,7800,0,7800,2020-08-22 11:12:09,-,-,X,,-
4692273,"포장, 포장, 포장",나우웨이팅 POS,"숲속 샐러드, 목살 샐러드, 목살 샐러드, 닭가슴살 샐러드",고구마(100g),"오리엔탈, 오리엔탈, 오리엔탈",onsite,26000,0,26000,2020-08-22 11:11:41,-,-,X,,-
4692250,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-22 11:09:20,-,-,X,,-
4692236,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-22 11:07:50,-,-,X,,-
4724289,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드","고구마 100g, 삶은달걀 추가","렌치, 오리엔탈",onsite,10500,0,10500,2020-08-24 17:44:15,-,-,X,,-
4724244,포장,나우웨이팅 POS,닭가슴살 샐러드,"숲속토핑(110g) 추가, 목살(100g) 추가, 스위트콘 X, 강낭콩 X",오리엔탈,onsite,10600,0,10600,2020-08-24 17:39:39,-,-,X,,-
4724239,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-24 17:39:25,-,-,X,,-
4724149,포장,나우웨이팅 POS,숲속 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-24 17:31:55,-,-,X,,-
4724094,포장,나우웨이팅 POS,목살 샐러드,강낭콩X,오리엔탈,onsite,6400,0,6400,2020-08-24 17:27:53,-,-,X,,-
4724092,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-24 17:27:48,-,-,X,,-
4724089,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-24 17:27:41,-,-,X,,-
4724058,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-24 17:25:07,-,-,X,,-
4724056,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-24 17:24:55,-,-,X,,-
4724019,포장,나우웨이팅 POS,닭가슴살 샐러드,"고구마 50g 추가, 양파X",발사믹,onsite,6600,0,6600,2020-08-24 17:21:39,-,-,X,,-
4723999,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-24 17:20:10,-,-,X,,-
4723993,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 목살 샐러드",,"렌치, 오리엔탈",onsite,10700,0,10700,2020-08-24 17:19:32,-,-,X,,-
4723973,포장,나우웨이팅 POS,닭가슴살 샐러드,"삶은달걀 추가, 고구마 50g 추가, 할라피뇨X",오리엔탈,onsite,7100,0,7100,2020-08-24 17:17:51,-,-,X,,-
4723880,포장,나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드",,발사믹,onsite,11800,0,11800,2020-08-24 17:12:06,-,-,X,,-
4723832,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드, 렌치 추가","강낭콩 X, 아몬드 X, 할라피뇨 X","오리엔탈, 오리엔탈",onsite,12800,0,12800,2020-08-24 17:07:52,-,-,X,,-
4723760,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드","올리브X, 양파X","오리엔탈, 오리엔탈",onsite,8600,0,8600,2020-08-24 17:03:17,-,-,X,,-
4723724,포장,나우웨이팅 POS,이너프 샐러드,올리브X,발사믹,onsite,4300,0,4300,2020-08-24 17:01:26,-,-,X,,-
4723711,포장,나우웨이팅 POS,"목살 샐러드, 목살 샐러드",,발사믹,onsite,12800,0,12800,2020-08-24 17:00:22,-,-,X,,-
4723685,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 이너프 샐러드",,"오리엔탈, 발사믹",onsite,10700,0,10700,2020-08-24 16:58:31,-,-,X,,-
4723581,포장,나우웨이팅 POS,숲속 샐러드,"고구마 50g 추가, 올리브X, 할라피뇨X, 방올토마토X, 아몬드X",렌치,onsite,6600,0,6600,2020-08-24 16:51:29,-,-,X,,-
4723441,포장,나우웨이팅 POS,훈제연어 샐러드,아몬드X,렌치,onsite,6900,0,6900,2020-08-24 16:42:22,-,-,X,,-
4723437,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-24 16:42:05,-,-,X,,-
4723404,포장,나우웨이팅 POS,닭가슴살 샐러드,"강낭콩 X, 올리브 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-24 16:39:26,-,-,X,,-
4723365,포장,나우웨이팅 POS,닭가슴살 샐러드,양파X,렌치,onsite,5900,0,5900,2020-08-24 16:36:58,-,-,X,,-
4723363,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-24 16:36:52,-,-,X,,-
4723333,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",,발사믹,onsite,8600,0,8600,2020-08-24 16:34:36,-,-,X,,-
4723315,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드, 목살 샐러드",,"오리엔탈, 발사믹",onsite,18200,0,18200,2020-08-24 16:33:38,-,-,X,,-
4723242,포장,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-24 16:29:47,-,-,X,,-
4723232,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드","할라피뇨 X, 계란, 스위트콘 X, 올리브 X, 할라피뇨 X, 양파 X, 계란","발사믹, 발사믹",onsite,12800,0,12800,2020-08-24 16:29:00,-,-,X,,-
4723090,포장,나우웨이팅 POS,이너프 샐러드,,렌치,onsite,4300,0,4300,2020-08-24 16:20:08,-,-,X,,-
4722980,매장식사,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",,렌치,onsite,8600,0,8600,2020-08-24 16:14:12,-,-,X,,-
4722884,매장식사,나우웨이팅 POS,숲속 샐러드,고구마(50g),오리엔탈,onsite,6600,0,6600,2020-08-24 16:09:24,-,-,X,,-
4722853,포장,나우웨이팅 POS,이너프 샐러드,"강낭콩 X, 고구마(50g)",오리엔탈,onsite,5000,0,5000,2020-08-24 16:07:03,-,-,X,,-
4722777,포장,나우웨이팅 POS,이너프 샐러드,"계란, 고구마(50g)",오리엔탈,onsite,5500,0,5500,2020-08-24 16:02:31,-,-,X,,-
4722741,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 훈제연어 샐러드",,"오리엔탈, 발사믹",onsite,12800,0,12800,2020-08-24 16:00:13,-,-,X,,-
4722634,포장,나우웨이팅 POS,이너프 샐러드,"할라피뇨X, 계란X",발사믹,onsite,4300,0,4300,2020-08-24 15:54:52,-,-,X,,-
4722543,포장,나우웨이팅 POS,"목살 샐러드, 목살 샐러드",,발사믹,onsite,12800,0,12800,2020-08-24 15:49:53,-,-,X,,-
4722517,포장,나우웨이팅 POS,훈제연어 샐러드,,오리엔탈,onsite,6900,0,6900,2020-08-24 15:48:50,-,-,X,,-
4722272,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 이너프 샐러드","삶은달걀 추가, 삶은달걀 추가, 할라피뇨X, 고구마 50g 추가, 강낭콩X, 올리브X, 할라피뇨X","렌치, 렌치",onsite,11900,0,11900,2020-08-24 15:35:02,-,-,X,,-
4722252,매장식사,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-24 15:34:08,-,-,X,,-
4722031,포장,나우웨이팅 POS,닭가슴살 샐러드,"스위트콘 X, 계란",발사믹,onsite,6400,0,6400,2020-08-24 15:23:55,-,-,X,,-
4722018,포장,나우웨이팅 POS,이너프 샐러드,,렌치,onsite,4300,0,4300,2020-08-24 15:22:58,-,-,X,,-
4721893,매장식사,나우웨이팅 POS,이너프 샐러드,스위트콘 X,발사믹,onsite,4300,0,4300,2020-08-24 15:16:22,-,-,X,,-
4721765,"포장, 포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드, 이너프 샐러드",고구마(100g),"렌치, 오리엔탈, 발사믹",onsite,19000,0,19000,2020-08-24 15:10:43,-,-,X,,-
4721729,포장,나우웨이팅 POS,이너프 샐러드,고구마(50g),발사믹,onsite,5000,0,5000,2020-08-24 15:09:20,-,-,X,,-
4721603,포장,나우웨이팅 POS,닭가슴살 샐러드,계란,발사믹,onsite,6400,0,6400,2020-08-24 15:03:32,-,-,X,,-
4721589,포장,나우웨이팅 POS,훈제연어 샐러드,"올리브 X, 할라피뇨 X, 고구마(50g)",드레싱 제외,onsite,7600,0,7600,2020-08-24 15:03:04,-,-,X,,-
4721576,포장,나우웨이팅 POS,목살 샐러드,"닭가슴살(100g) 추가, 강낭콩 X, 아몬드 X",발사믹,onsite,8500,0,8500,2020-08-24 15:02:25,-,-,X,,-
4721558,매장식사,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 할라피뇨 X",오리엔탈,onsite,6400,0,6400,2020-08-24 15:01:37,-,-,X,,-
4721547,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"강낭콩 X, 올리브 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-24 15:01:08,-,-,X,,-
4721539,포장,나우웨이팅 POS,"이너프 샐러드, 이너프 샐러드",,오리엔탈,onsite,8600,0,8600,2020-08-24 15:00:44,-,-,X,,-
4720162,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드","강낭콩X, 할라피뇨X","렌치, 렌치",onsite,11800,0,11800,2020-08-24 13:59:25,-,-,X,,-
4719890,포장,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-24 13:49:06,-,-,X,,-
4719740,"포장, 포장, 포장",나우웨이팅 POS,"이너프 샐러드, 숲속 샐러드, 닭가슴살 샐러드",,"발사믹, 발사믹, 발사믹",onsite,16100,0,16100,2020-08-24 13:43:05,-,-,X,,-
4719557,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-24 13:37:09,-,-,X,,-
4719478,포장,나우웨이팅 POS,이너프 샐러드,"할라피뇨X, 계란X",렌치,onsite,4300,0,4300,2020-08-24 13:34:31,-,-,X,,-
4719444,매장식사,나우웨이팅 POS,숲속 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-24 13:33:30,-,-,X,,-
4719422,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-24 13:32:47,-,-,X,,-
4719287,포장,나우웨이팅 POS,이너프 샐러드,고구마(50g),발사믹,onsite,5000,0,5000,2020-08-24 13:27:57,-,-,X,,-
4719241,포장,나우웨이팅 POS,이너프 샐러드,"올리브 X, 할라피뇨 X, 고구마(50g)",오리엔탈,onsite,5000,0,5000,2020-08-24 13:26:11,-,-,X,,-
4718918,"매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",계란,"렌치, 발사믹",onsite,13800,0,13800,2020-08-24 13:16:20,-,-,X,,-
4718876,,나우웨이팅 POS,발사믹 추가,,,onsite,500,0,500,2020-08-24 13:15:06,-,-,X,,-
4718822,포장,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-24 13:14:17,-,-,X,,-
4718563,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"올리브 X, 아몬드 X",오리엔탈,onsite,5900,0,5900,2020-08-24 13:07:23,-,-,X,,-
4718514,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-24 13:06:17,-,-,X,,-
4718506,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-24 13:06:04,-,-,X,,-
4718259,포장,나우웨이팅 POS,닭가슴살 샐러드,고구마 50g 추가,오리엔탈,onsite,6600,0,6600,2020-08-24 13:00:02,-,-,X,,-
4718197,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-24 12:58:40,-,-,X,,-
4718138,포장,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-24 12:57:10,-,-,X,,-
4717919,매장식사,나우웨이팅 POS,"훈제연어 샐러드, 훈제연어 샐러드",,렌치,onsite,13800,0,13800,2020-08-24 12:51:33,-,-,X,,-
4717884,매장식사,나우웨이팅 POS,숲속 샐러드,"올리브 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-24 12:50:57,-,-,X,,-
4717862,매장식사,나우웨이팅 POS,숲속 샐러드,"할라피뇨 X, 양파 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-24 12:50:26,-,-,X,,-
4717835,"매장식사, 매장식사",나우웨이팅 POS,"이너프 샐러드, 훈제연어 샐러드","고구마(50g), 고구마(50g)","발사믹, 렌치",onsite,12600,0,12600,2020-08-24 12:50:01,-,-,X,,-
4717786,포장,나우웨이팅 POS,이너프 샐러드,할라피뇨X,렌치,onsite,4300,0,4300,2020-08-24 12:48:29,-,-,X,,-
4717662,포장,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-24 12:46:08,-,-,X,,-
4717207,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"목살(100g) 추가, 고구마(100g)",오리엔탈,onsite,9900,0,9900,2020-08-24 12:37:31,-,-,X,,-
4717194,포장,나우웨이팅 POS,목살 샐러드,"숲속토핑(110g) 추가, 양파X, 계란X",렌치,onsite,8500,0,8500,2020-08-24 12:37:20,-,-,X,,-
4717171,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-24 12:36:51,-,-,X,,-
4717134,매장식사,나우웨이팅 POS,이너프 샐러드,"강낭콩 X, 할라피뇨 X, 고구마(50g)",오리엔탈,onsite,5000,0,5000,2020-08-24 12:36:03,-,-,X,,-
4717102,매장식사,나우웨이팅 POS,숲속 샐러드,"올리브 X, 할라피뇨 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-24 12:35:24,-,-,X,,-
4716957,포장,나우웨이팅 POS,숲속 샐러드,"스위트콘X, 올리브X, 할라피뇨X",발사믹,onsite,5900,0,5900,2020-08-24 12:32:37,-,-,X,,-
4716903,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 숲속 샐러드",,"발사믹, 렌치",onsite,11800,0,11800,2020-08-24 12:31:48,-,-,X,,-
4716895,매장식사,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-24 12:31:45,-,-,X,,-
4716834,포장,나우웨이팅 POS,이너프 샐러드,"할라피뇨 X, 고구마(50g)",오리엔탈,onsite,5000,0,3000,2020-08-24 12:30:44,-,-,X,,-
4716526,포장,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-24 12:25:28,-,-,X,,-
4716397,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-24 12:23:00,-,-,X,,-
4716331,"포장, 포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 훈제연어 샐러드, 목살 샐러드, 렌치 추가","고구마(50g), 고구마(100g), 올리브 X, 할라피뇨 X, 양파 X, 아몬드 X, 고구마(50g)","오리엔탈, 렌치, 렌치",onsite,22500,0,22500,2020-08-24 12:21:44,-,-,X,,-
4716042,포장,나우웨이팅 POS,이너프 샐러드,고구마 50g 추가,오리엔탈,onsite,5000,0,5000,2020-08-24 12:16:18,-,-,X,,-
4716015,매장식사,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 고구마(50g)",오리엔탈,onsite,7100,0,7100,2020-08-24 12:15:43,-,-,X,,-
4715979,매장식사,나우웨이팅 POS,숲속 샐러드,고구마(50g),오리엔탈,onsite,6600,0,6600,2020-08-24 12:15:05,-,-,X,,-
4715940,매장식사,나우웨이팅 POS,목살 샐러드,고구마(50g),발사믹,onsite,7100,0,7100,2020-08-24 12:14:14,-,-,X,,-
4715920,포장,나우웨이팅 POS,숲속 샐러드,"강낭콩 X, 올리브 X",오리엔탈,onsite,5900,0,5900,2020-08-24 12:13:43,-,-,X,,-
4715884,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 목살 샐러드","목살(100g) 추가, 닭가슴살(100g) 추가","오리엔탈, 렌치",onsite,17000,0,17000,2020-08-24 12:13:03,-,-,X,,-
4715825,포장,나우웨이팅 POS,숲속 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-24 12:11:49,-,-,X,,-
4715539,포장,나우웨이팅 POS,훈제연어 샐러드,"삶은달걀 추가, 삶은달걀 추가",렌치,onsite,7900,0,7900,2020-08-24 12:05:51,-,-,X,,-
4715538,포장,나우웨이팅 POS,숲속 샐러드,,렌치,onsite,5900,0,5900,2020-08-24 12:05:55,-,-,X,,-
4715516,포장,나우웨이팅 POS,숲속 샐러드,계란X,발사믹,onsite,5900,0,5900,2020-08-24 12:05:18,-,-,X,,-
4715496,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-24 12:04:56,-,-,X,,-
4715479,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드",고구마 50g 추가,"오리엔탈, 오리엔탈",onsite,13000,0,13000,2020-08-24 12:04:50,-,-,X,,-
4715430,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드",,"렌치, 오리엔탈",onsite,12300,0,12300,2020-08-24 12:03:34,-,-,X,,-
4742116,포장,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-25 17:56:45,-,-,X,,-
4742027,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 목살 샐러드","할라피뇨 X, 양파 X, 고구마(50g), 할라피뇨 X, 양파 X, 고구마(100g)","오리엔탈, 오리엔탈",onsite,14900,0,14900,2020-08-25 17:49:06,-,-,X,,-
4741955,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드","스위트콘 X, 고구마(50g)","드레싱 제외, 발사믹",onsite,13000,0,13000,2020-08-25 17:44:54,-,-,X,,-
4741947,포장,나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드",,발사믹,onsite,11800,0,11800,2020-08-25 17:44:29,-,-,X,,-
